Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
82765;02/08/2019;0000;;37.8;;10;;29.1;60.25;;
82765;02/08/2019;1200;0;;21.5;;;;;;
82765;03/08/2019;0000;;37.6;;10.3;;;59.25;;
82765;03/08/2019;1200;0;;;;;;;;
82765;04/08/2019;0000;;37.6;;9.9;;28.46;54.5;;
82765;04/08/2019;1200;0;;19.9;;;;;;
82765;05/08/2019;0000;;36.1;;9.8;;28.76;55.25;;
82765;05/08/2019;1200;0;;21.3;;;;;;
82765;06/08/2019;0000;;35;;9.6;;27.12;50.75;;
82765;06/08/2019;1200;0;;21.6;;;;;;
82765;07/08/2019;0000;;35.2;;10.3;;27.52;56.5;;
82765;07/08/2019;1200;0;;20.6;;;;;;
82765;08/08/2019;0000;;35.4;;9.5;;27.4;62.25;;
82765;08/08/2019;1200;0;;20.4;;;;;;
82765;09/08/2019;0000;;36.4;;10.2;;27.82;57.75;;
82765;09/08/2019;1200;0;;19.9;;;;;;
82765;12/08/2019;0000;;37.8;;10.1;;29.36;50.5;;
82765;12/08/2019;1200;0;;20.4;;;;;;
82765;13/08/2019;0000;;37.6;;10.6;;29.56;49;;
82765;13/08/2019;1200;0;;21.8;;;;;;
82765;14/08/2019;0000;;37.3;;9.6;;29.68;51.25;;
82765;14/08/2019;1200;0;;22.9;;;;;;
82765;15/08/2019;0000;;37.3;;9.9;;29.84;51.25;;
82765;15/08/2019;1200;0;;23.7;;;;;;
82765;16/08/2019;0000;;35.6;;10.4;;28.28;43;;
82765;16/08/2019;1200;0;;23.4;;;;;;
82765;17/08/2019;1200;0;;;;;;;;
82765;18/08/2019;1200;0;;;;;;;;
82765;19/08/2019;0000;;38.8;;10.2;;29.22;52.5;;
82765;19/08/2019;1200;0;;20.9;;;;;;
82765;20/08/2019;0000;;37.8;;9.8;;29.54;52.5;;
82765;20/08/2019;1200;0;;21.5;;;;;;
82765;21/08/2019;0000;;35.8;;10;;29.22;64.75;;
82765;21/08/2019;1200;0;;22.5;;;;;;
82765;22/08/2019;0000;;35.6;;6.1;;28.72;74.25;;
82765;22/08/2019;1200;0;;23.2;;;;;;
82765;23/08/2019;0000;;36.6;;9.2;;28.34;58.5;;
82765;23/08/2019;1200;1;;21.1;;;;;;
82765;24/08/2019;1200;0;;;;;;;;
82765;25/08/2019;1200;0;;;;;;;;
82765;26/08/2019;0000;;37.2;;9.7;;28.9;54;;
82765;26/08/2019;1200;0;;21.1;;;;;;
82765;27/08/2019;0000;;37.4;;9.7;;28.98;49.5;;
82765;27/08/2019;1200;0;;20.9;;;;;;
82765;28/08/2019;0000;;38;;10.1;;29.62;54.25;;
82765;28/08/2019;1200;0;;22.3;;;;;;
82765;29/08/2019;0000;;38.2;;10.2;;29.56;47.5;;
82765;29/08/2019;1200;0;;22;;;;;;
82765;30/08/2019;0000;;38;;9.8;;29.78;50.25;;
82765;30/08/2019;1200;0;;20.5;;;;;;
82765;31/08/2019;0000;;38.2;;8.2;;30.46;49.25;;
82765;31/08/2019;1200;0;;22.3;;;;;;
82765;01/09/2019;0000;;39;;9.5;;30.3;60;;
82765;01/09/2019;1200;0;;22.5;;;;;;
82765;02/09/2019;0000;;39.3;;9.8;;30.96;58.5;;
82765;02/09/2019;1200;0;;22.5;;;;;;
82765;03/09/2019;0000;;39.3;;9.6;;31.06;56.25;;
82765;03/09/2019;1200;0;;25;;;;;;
82765;04/09/2019;0000;;39.1;;9.3;;30.82;62.25;;
82765;04/09/2019;1200;0;;25.6;;;;;;
82765;05/09/2019;0000;;37.4;;7.6;;29.74;69.5;;
82765;05/09/2019;1200;1.7;;23.5;;;;;;
82765;06/09/2019;0000;;36.8;;8.1;;29.32;71.25;;
82765;06/09/2019;1200;0.7;;24.8;;;;;;
82765;07/09/2019;0000;;37;;10.1;;29.22;55.25;;
82765;07/09/2019;1200;0;;21.9;;;;;;
82765;08/09/2019;0000;;38.4;;10.1;;29.7;57.5;;
82765;08/09/2019;1200;0;;20.5;;;;;;
82765;09/09/2019;0000;;39;;10.1;;30.86;52;;
82765;09/09/2019;1200;0;;22.5;;;;;;
82765;10/09/2019;0000;;39.5;;9.7;;31.28;52.5;;
82765;10/09/2019;1200;0;;23.7;;;;;;
82765;11/09/2019;0000;;39.9;;10;;31.56;63.25;;
82765;11/09/2019;1200;0;;23.5;;;;;;
82765;12/09/2019;0000;;39.9;;10;;31.32;58.5;;
82765;12/09/2019;1200;0;;23.5;;;;;;
82765;13/09/2019;0000;;39.7;;9.3;;31.52;59.75;;
82765;13/09/2019;1200;0;;23.7;;;;;;
82765;16/09/2019;0000;;39.1;;8.4;;31.04;62;;
82765;16/09/2019;1200;0;;23.9;;;;;;
82765;17/09/2019;0000;;39;;9.5;;31.5;54;;
82765;17/09/2019;1200;0;;23.9;;;;;;
82765;18/09/2019;0000;;41.1;;9.8;;32.02;55;;
82765;18/09/2019;1200;0;;25;;;;;;
82765;19/09/2019;0000;;39.9;;9.7;;32.06;59.75;;
82765;19/09/2019;1200;0;;25.8;;;;;;
82765;20/09/2019;0000;;41.1;;8.8;;32.4;59.25;;
82765;20/09/2019;1200;0;;24.7;;;;;;
82765;21/09/2019;1200;0;;;;;;;;
82765;22/09/2019;1200;0;;;;;;;;
82765;23/09/2019;0000;;40.7;;8.8;;31.9;64.5;;
82765;23/09/2019;1200;0;;25;;;;;;
82765;24/09/2019;0000;;34.8;;1.2;;28.64;79;;
82765;24/09/2019;1200;0;;25;;;;;;
82765;25/09/2019;0000;;40.5;;9.6;;31.16;58.75;;
82765;25/09/2019;1200;0.6;;23.3;;;;;;
82765;26/09/2019;0000;;39.7;;8.8;;31.02;60.25;;
82765;26/09/2019;1200;0;;26.8;;;;;;
82765;27/09/2019;0000;;39.5;;8.4;;30.2;67.5;;
82765;27/09/2019;1200;0;;24.1;;;;;;
82765;28/09/2019;1200;0;;;;;;;;
82765;29/09/2019;1200;4.6;;;;;;;;
82765;30/09/2019;0000;;36.8;;6.6;;27.98;77.5;;
82765;30/09/2019;1200;0;;21.5;;;;;;
82765;01/10/2019;0000;;32.3;;1.1;;26.24;93.25;;
82765;01/10/2019;1200;1.3;;21.9;;;;;;
82765;02/10/2019;0000;;31.3;;3.7;;25.64;84.25;;
82765;02/10/2019;1200;77.4;;20.1;;;;;;
82765;03/10/2019;0000;;33;;7.5;;27.62;78.25;;
82765;03/10/2019;1200;7.2;;20.1;;;;;;
82765;04/10/2019;0000;;34.2;;7.8;;28.68;70;;
82765;04/10/2019;1200;0;;22.2;;;;;;
82765;05/10/2019;0000;;33.4;;2.7;;29.12;74.25;;
82765;05/10/2019;1200;0;;27.4;;;;;;
82765;06/10/2019;0000;;35.4;;7.8;;29.78;71;;
82765;06/10/2019;1200;0;;25.9;;;;;;
82765;07/10/2019;0000;;34;;4.1;;28.76;83;;
82765;07/10/2019;1200;0;;24.8;;;;;;
82765;08/10/2019;0000;;35;;10.2;;29.92;73;;
82765;08/10/2019;1200;23.6;;25;;;;;;
